humedad,velocidad_viento_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
0.94,23.1,41.0,3.9,996.06,si,Normal,14.89
0.38,12.35,320.0,9.98,1014.62,si,Warm,22.71
0.48,12.8,148.0,10.05,0.0,si,Warm,23.89
0.77,6.04,296.0,14.91,1022.34,si,Warm,22.78
0.39,10.9,165.0,15.55,1013.18,si,Warm,32.03
0.44,7.44,22.0,13.09,1012.14,si,Warm,25.7
0.75,9.68,30.0,11.21,1014.66,no,Cold,-1.16
0.88,17.61,302.0,11.27,1019.15,no,Cold,-2.22
0.86,17.9,30.0,11.74,1015.99,si,Normal,17.81
0.49,21.93,201.0,11.21,1002.89,si,Warm,20.09
0.38,12.61,293.0,10.37,1011.7,si,Warm,28.64
0.84,4.52,65.0,4.43,1036.85,no,Cold,-4.96
0.97,3.22,20.0,14.91,1016.78,si,Normal,16.16
0.4,13.93,53.0,9.98,1016.49,si,Normal,18.77
0.93,24.26,49.0,1.9,998.95,no,Cold,-5.09
0.72,4.72,117.0,15.83,1019.9,si,Normal,14.03
0.67,10.21,11.0,15.55,1018.74,si,Normal,12.06
0.76,3.22,210.0,15.83,1021.98,si,Normal,17.81
0.83,8.87,328.0,9.87,1023.06,no,Cold,-1.28
0.7,7.53,199.0,11.27,1015.28,si,Normal,17.83
0.7,6.13,42.0,14.96,1015.53,si,Normal,15.41
0.93,8.0,309.0,6.3,1022.44,si,Normal,12.09
0.93,10.56,325.0,8.18,1023.49,si,Normal,8.85
0.72,23.63,271.0,16.1,1004.84,si,Normal,8.87
0.83,10.64,305.0,10.35,1019.16,si,Normal,17.76
0.79,14.15,260.0,15.15,1018.28,si,Normal,5.59
0.71,7.57,257.0,8.13,1034.62,si,Normal,4.78
0.34,13.91,19.0,9.98,1018.12,si,Warm,26.13
0.93,11.33,169.0,2.95,1012.04,si,Normal,7.78
0.93,10.75,150.0,4.83,0.0,si,Normal,6.99
0.41,14.22,150.0,9.98,1005.71,si,Normal,16.2
0.84,14.02,151.0,8.23,1014.92,si,Normal,8.4
0.34,7.94,178.0,10.35,1008.19,si,Warm,32.02
0.66,10.96,253.0,15.15,1012.7,si,Normal,7.99
0.44,11.33,97.0,15.52,1015.34,si,Warm,26.98
0.83,3.08,110.0,9.8,1026.91,no,Cold,-0.12
0.32,11.5,332.0,10.35,1014.04,si,Warm,29.77
0.9,17.02,140.0,4.91,1009.96,si,Cold,2.69
0.69,14.49,120.0,15.13,1009.7,si,Cold,1.67
0.39,7.87,97.0,10.35,1019.59,si,Warm,29.67
0.33,6.01,293.0,10.37,1018.57,si,Warm,27.69
0.77,5.64,116.0,14.33,1017.57,si,Warm,19.1
0.9,6.44,300.0,9.98,1014.2,si,Normal,14.44
0.75,23.84,149.0,9.98,1004.96,si,Normal,6.97
0.77,10.77,143.0,15.83,1015.18,si,Normal,10.53
0.69,13.67,2.0,8.47,1018.77,si,Normal,13.99
0.88,6.36,9.0,8.05,1009.9,no,Cold,-3.31
0.96,3.22,120.0,0.16,1029.61,no,Cold,-1.11
0.74,7.55,149.0,9.98,1014.5,si,Warm,20.98
0.93,9.06,174.0,11.27,1010.37,si,Normal,8.9
0.93,14.22,160.0,6.09,1019.71,no,Cold,-0.04
0.87,3.48,141.0,14.17,1013.67,si,Warm,19.18
0.4,2.93,52.0,9.98,1016.36,si,Warm,27.11
0.99,3.22,190.0,2.93,1025.69,si,Cold,3.93
0.99,10.69,182.0,1.35,1035.78,no,Cold,-2.01
0.64,11.5,158.0,9.98,1031.79,si,Cold,0.02
1.0,10.58,330.0,0.37,1033.84,si,Cold,2.29
0.99,16.79,181.0,1.56,1012.51,no,Cold,-1.62
0.65,3.14,5.0,16.1,1017.05,si,Warm,20.37
0.84,4.83,220.0,6.12,1021.2,no,Cold,-7.78
0.88,3.22,231.0,14.39,1010.7,si,Warm,19.05
0.53,33.1,300.0,11.27,1023.46,si,Normal,11.08
0.88,14.1,29.0,15.83,1019.46,si,Normal,14.33
0.43,13.88,328.0,11.4,1021.69,si,Normal,13.87
0.48,8.05,180.0,9.98,1018.8,si,Warm,18.89
0.71,1.69,185.0,9.98,1014.66,si,Normal,12.92
0.93,2.8,33.0,8.34,1015.77,si,Normal,18.0
0.85,10.5,352.0,14.96,1009.88,si,Normal,17.74
0.73,12.41,330.0,9.98,1022.63,si,Normal,13.78
0.48,14.49,140.0,16.1,1020.7,si,Warm,22.71
0.79,1.82,142.0,7.82,1021.61,si,Cold,1.02
0.6,6.42,180.0,16.1,1016.56,si,Normal,10.26
0.8,3.22,30.0,9.71,1016.41,si,Warm,23.67
0.82,11.38,170.0,7.26,1018.77,si,Cold,4.26
0.49,8.13,300.0,16.1,1014.62,si,Warm,21.08
0.75,4.81,336.0,9.98,1010.02,si,Warm,23.78
0.89,10.8,140.0,4.91,1019.75,si,Cold,2.97
0.74,3.54,11.0,14.96,1022.16,si,Normal,6.14
0.77,4.3,223.0,9.68,1024.74,si,Normal,7.87
0.9,13.68,200.0,14.91,1002.94,si,Normal,8.31
0.94,9.23,270.0,5.81,1002.64,si,Normal,17.23
0.49,7.99,331.0,9.98,1003.82,si,Warm,19.93
0.89,3.11,265.0,5.88,1027.03,no,Cold,-0.98
0.27,3.41,253.0,10.37,1023.78,si,Warm,27.21
1.0,12.67,329.0,0.64,1026.32,si,Cold,2.27
0.87,19.92,139.0,11.13,1011.73,si,Normal,7.16
0.54,31.83,317.0,11.45,1019.31,si,Normal,7.82
0.32,13.77,154.0,9.98,1014.14,si,Warm,27.92
0.72,25.76,10.0,12.08,1017.3,no,Cold,0.0
0.78,10.9,160.0,14.91,1021.19,si,Cold,1.54
0.84,1.67,342.0,16.1,1016.46,si,Warm,18.85
0.44,10.22,199.0,15.83,1015.02,si,Warm,29.88
0.85,13.25,112.0,11.53,1010.38,si,Normal,14.21
0.31,17.71,180.0,9.98,1020.0,si,Warm,28.89
0.9,9.56,301.0,16.1,1015.78,si,Normal,12.76
0.31,23.39,212.0,10.35,1025.7,si,Normal,17.09
0.93,27.13,250.0,9.98,1000.71,si,Normal,15.03
0.93,0.14,90.0,0.53,1028.1,si,Cold,1.32
0.66,17.52,340.0,15.15,1019.37,si,Warm,21.18
0.78,6.13,159.0,11.98,1021.59,si,Cold,1.58
0.7,6.44,80.0,15.83,1017.83,si,Warm,20.21
0.79,16.1,210.0,11.27,1012.7,si,Normal,6.11
0.78,10.87,140.0,14.91,1035.37,no,Cold,-3.82
0.62,21.57,172.0,15.18,1007.89,si,Warm,20.06
0.46,12.59,263.0,11.21,1015.01,si,Warm,21.09
0.75,20.74,320.0,11.21,1021.89,si,Normal,5.09
0.6,10.09,161.0,15.55,1018.4,si,Warm,22.06
0.87,10.69,322.0,15.18,1014.85,si,Normal,10.51
0.77,6.44,290.0,15.83,1014.15,si,Normal,10.47
0.7,15.91,151.0,10.35,1009.97,si,Warm,21.87
0.85,3.22,10.0,15.73,1024.59,si,Cold,1.75
0.7,10.5,293.0,9.98,1013.23,si,Normal,14.17
0.96,3.64,35.0,0.16,1025.49,no,Cold,-7.11
0.78,24.76,0.0,15.87,1013.38,no,Cold,-2.78
0.95,4.44,158.0,5.65,1012.87,no,Cold,-2.09
0.72,24.78,160.0,11.27,1006.45,si,Normal,10.94
0.79,4.44,166.0,15.31,1010.78,si,Normal,15.72
1.0,3.22,100.0,2.93,1008.89,si,Cold,0.51
0.56,14.49,260.0,9.98,1014.0,si,Normal,11.11
0.93,5.2,158.0,1.21,1032.35,si,Cold,3.82
0.93,0.0,0.0,16.1,1015.43,si,Warm,20.03
0.57,17.71,20.0,16.1,1021.0,si,Cold,3.89
0.87,4.83,220.0,9.98,1013.8,si,Normal,17.22
0.42,17.23,251.0,15.83,1009.7,si,Warm,26.04
0.81,6.05,237.0,14.91,1006.26,si,Normal,13.79
0.8,4.01,64.0,9.84,1025.79,si,Cold,0.8
0.73,14.17,160.0,9.85,1005.47,si,Normal,12.68
1.0,5.25,344.0,4.94,999.0,no,Cold,-0.16
0.8,2.85,183.0,14.81,1020.81,si,Normal,12.69
1.0,12.51,259.0,0.82,1020.38,si,Cold,2.9
0.58,12.69,138.0,14.96,1013.4,si,Warm,19.25
0.54,10.82,152.0,16.1,1004.83,si,Warm,23.84
0.87,6.55,121.0,14.02,1012.34,si,Normal,5.14
0.69,4.67,244.0,9.98,1012.49,si,Normal,12.82
0.57,13.89,21.0,9.98,1016.62,si,Normal,17.34
0.83,19.9,141.0,9.9,1009.45,si,Normal,7.78
0.86,15.1,139.0,7.73,1016.28,si,Cold,0.01
0.77,9.37,108.0,6.01,1022.31,si,Cold,2.71
0.35,26.47,320.0,10.35,1011.75,si,Normal,12.56
0.61,3.22,160.0,9.98,1026.6,si,Warm,20.0
0.72,10.09,300.0,16.1,1026.74,si,Normal,7.13
0.85,13.75,160.0,8.13,1021.53,si,Cold,3.98
0.86,1.48,313.0,6.83,1037.61,si,Normal,6.04
0.56,20.4,250.0,11.27,1015.26,si,Warm,18.93
0.31,3.25,173.0,16.1,1013.11,si,Warm,32.82
0.82,8.05,310.0,11.27,1031.8,si,Normal,5.0
0.96,12.03,161.0,1.75,1021.41,no,Cold,-2.15
0.69,12.41,182.0,9.98,1013.28,si,Cold,3.86
0.31,22.23,240.0,11.45,1000.08,si,Warm,20.74
0.78,12.41,202.0,6.02,1028.32,si,Normal,16.04
1.0,7.0,209.0,3.01,1002.26,si,Cold,3.73
0.94,8.36,174.0,2.29,1004.7,si,Normal,5.68
0.78,13.09,148.0,15.18,1020.76,si,Cold,1.49
0.63,28.22,300.0,9.98,1014.7,si,Normal,14.88
0.31,11.27,300.0,9.98,1022.6,si,Warm,20.0
0.68,9.71,291.0,16.1,1017.7,si,Warm,21.23
0.69,7.21,329.0,10.35,1015.01,si,Warm,24.76
0.81,8.37,18.0,15.92,1030.54,si,Cold,2.94
0.92,8.24,50.0,5.14,998.23,si,Cold,2.15
0.41,4.86,98.0,16.1,1024.32,si,Normal,17.15
0.95,2.64,178.0,1.92,1026.23,si,Normal,4.98
0.88,6.3,129.0,7.97,1025.96,no,Cold,-4.57
0.95,6.34,42.0,6.84,1015.18,si,Warm,24.04
0.99,2.87,246.0,0.34,1029.11,no,Cold,-5.52
0.58,8.6,17.0,10.35,1023.39,si,Warm,20.69
0.65,10.88,140.0,15.83,1019.5,si,Normal,6.72
0.7,8.5,355.0,15.31,1002.54,si,Normal,8.98
0.68,12.19,201.0,9.98,1019.75,si,Normal,17.07
0.61,23.96,331.0,11.45,1010.17,si,Normal,18.72
1.0,11.21,301.0,6.3,1013.08,si,Normal,15.99
0.95,9.5,175.0,4.77,1019.66,no,Cold,-0.36
0.95,10.61,281.0,7.94,1008.16,no,Cold,-2.47
0.5,7.78,271.0,11.27,1018.89,si,Warm,23.84
0.99,8.94,34.0,2.61,1033.83,no,Cold,-2.1
1.0,11.27,190.0,0.97,1007.5,si,Normal,10.0
0.73,6.25,151.0,15.83,1024.24,si,Normal,12.13
0.4,2.96,17.0,15.55,1015.99,si,Warm,31.08
0.64,3.69,335.0,15.31,1020.93,si,Warm,23.99
0.85,14.49,350.0,15.13,1019.6,si,Cold,3.33
0.55,9.23,9.0,9.98,1014.62,si,Warm,28.77
0.58,7.62,152.0,15.55,1015.44,si,Normal,12.96
0.34,15.75,51.0,9.98,1023.1,si,Warm,18.82
0.38,2.7,151.0,9.98,1023.5,si,Warm,18.86
0.79,10.21,131.0,14.96,1022.21,si,Normal,9.81
0.65,23.96,270.0,11.27,1014.19,si,Normal,5.07
1.0,9.48,191.0,2.13,1014.83,no,Cold,-1.08
0.76,6.44,120.0,16.1,1011.6,si,Warm,20.0
0.8,24.91,139.0,11.9,1009.23,si,Cold,2.71
0.93,6.26,49.0,10.82,1012.69,si,Normal,18.77
0.3,25.76,140.0,16.1,1022.5,si,Normal,16.67
0.62,9.26,115.0,10.55,1020.13,si,Normal,13.99
0.96,0.76,22.0,8.13,1006.04,si,Normal,7.83
0.62,15.25,31.0,11.27,1010.13,si,Normal,17.49
0.44,3.48,10.0,15.55,1013.92,si,Normal,16.32
1.0,20.06,131.0,0.97,1022.78,si,Normal,6.04
0.45,14.46,190.0,9.98,1010.62,si,Warm,22.4
0.89,4.83,30.0,9.9,1028.88,si,Normal,8.79
0.66,5.09,200.0,9.98,1018.03,si,Warm,22.7
0.89,10.46,148.0,9.61,1029.22,si,Cold,2.76
0.8,3.48,135.0,15.52,1019.29,si,Warm,19.73
0.81,3.53,249.0,9.76,1017.19,si,Normal,10.78
0.87,13.8,294.0,6.91,1002.66,si,Normal,12.12
0.92,2.96,193.0,5.91,1021.27,no,Cold,-3.54
0.64,9.55,44.0,9.98,1018.77,si,Warm,18.91
0.6,4.83,210.0,9.98,1011.7,si,Normal,6.11
0.3,14.49,300.0,9.98,1021.0,si,Warm,26.11
0.58,21.93,199.0,11.21,1003.72,si,Normal,17.24
0.36,10.42,31.0,10.35,1020.84,si,Warm,25.87
0.96,2.79,29.0,14.91,1007.32,si,Cold,2.24
0.92,0.0,0.0,4.99,1020.6,si,Cold,3.89
0.93,6.09,25.0,7.21,1011.72,si,Normal,15.51
0.79,2.29,29.0,12.85,1038.05,no,Cold,-0.13
0.93,9.03,171.0,3.86,1020.8,si,Normal,12.16
0.7,3.59,295.0,15.55,1017.01,si,Normal,18.75
0.74,24.91,179.0,10.05,1005.56,si,Normal,7.33
0.89,2.82,287.0,8.19,1016.03,si,Normal,10.48
1.0,4.83,190.0,0.16,1030.3,si,Normal,7.22
0.95,9.5,181.0,7.94,1019.57,si,Cold,1.28
0.89,17.07,131.0,16.05,1013.76,si,Cold,2.73
0.66,19.58,0.0,15.83,1012.56,si,Warm,21.97
0.9,3.22,300.0,15.18,1020.44,si,Normal,16.05
0.71,16.24,58.0,11.27,1021.13,si,Normal,7.29
0.95,9.52,179.0,4.59,1019.87,no,Cold,-0.93
0.65,22.54,290.0,11.27,1015.9,si,Warm,18.89
0.73,3.22,140.0,16.1,1029.4,si,Cold,2.78
1.0,1.58,107.0,4.07,1025.8,no,Cold,-7.71
0.33,17.71,30.0,9.98,1021.1,si,Warm,18.89
1.0,3.41,130.0,1.11,1005.87,si,Cold,0.53
0.9,3.22,330.0,14.91,1020.5,si,Normal,17.22
0.61,4.99,208.0,16.05,1025.38,si,Normal,9.94
0.72,9.97,179.0,15.83,1016.32,si,Normal,7.62
0.89,3.57,35.0,9.8,1022.46,si,Cold,0.99
0.74,19.64,359.0,10.05,1012.35,si,Normal,17.62
0.73,20.17,291.0,9.98,999.95,si,Warm,21.07
0.81,11.08,279.0,15.83,1016.61,no,Cold,-2.27
0.89,17.71,20.0,16.1,992.2,si,Normal,8.33
0.93,3.08,350.0,7.49,1016.24,si,Normal,13.31
0.75,11.08,270.0,15.83,1028.84,si,Normal,5.3
0.43,13.96,21.0,15.83,1022.39,si,Normal,13.24
0.76,14.49,130.0,9.98,1017.7,si,Normal,5.0
0.67,15.2,149.0,9.98,1026.72,si,Normal,11.04
0.76,5.81,98.0,15.83,1017.5,si,Normal,14.19
0.79,3.08,110.0,15.83,1027.31,si,Cold,2.13
0.96,6.58,107.0,4.94,1004.09,no,Cold,-9.26
0.53,12.82,29.0,11.45,1023.71,si,Normal,6.02
0.78,10.92,331.0,8.13,1017.02,si,Cold,1.21
0.88,9.43,212.0,14.96,1008.93,si,Normal,12.04
0.71,17.21,69.0,9.98,1008.97,si,Normal,7.17
0.47,17.4,309.0,11.21,1009.33,si,Warm,24.98
1.0,3.08,310.0,9.9,1022.26,si,Normal,8.84
0.83,5.72,181.0,14.17,1016.08,si,Normal,13.07
0.85,3.22,100.0,9.8,1025.3,no,Cold,-0.53
0.89,10.88,310.0,5.22,1016.93,si,Normal,8.75
0.85,10.69,210.0,9.76,1020.99,si,Cold,1.56
0.51,7.97,28.0,16.1,1012.04,si,Warm,25.97
0.33,27.08,29.0,15.52,1012.95,si,Normal,14.36
0.6,8.21,348.0,11.27,1015.02,si,Warm,27.24
0.35,18.79,235.0,10.35,1020.44,si,Normal,17.69
0.56,5.78,358.0,15.18,1021.46,si,Normal,17.73
0.93,14.3,301.0,5.89,1015.96,si,Cold,2.13
0.35,10.69,352.0,10.58,1016.38,si,Warm,30.43
0.88,19.58,171.0,6.04,1007.09,no,Cold,-0.17
0.91,11.38,329.0,11.03,1015.65,si,Cold,1.37
0.92,5.76,159.0,5.73,1036.14,si,Cold,0.59
0.41,7.34,198.0,10.19,1008.75,si,Warm,26.79
0.38,20.41,287.0,10.35,1012.71,si,Warm,30.88
0.72,12.56,211.0,11.21,1012.69,si,Normal,13.87
0.8,20.04,159.0,14.33,1006.4,si,Normal,7.74
0.86,6.07,229.0,15.87,1024.14,si,Normal,12.2
0.89,4.52,190.0,9.98,1015.03,si,Cold,2.74
0.48,7.53,235.0,11.27,1016.27,si,Warm,22.32
0.92,3.33,287.0,15.83,1021.0,si,Normal,10.75
0.77,10.64,39.0,10.26,1024.62,si,Normal,10.11
0.39,20.66,160.0,9.98,1009.98,si,Warm,19.01
0.93,8.02,316.0,8.05,1023.44,si,Normal,7.29
0.84,3.2,103.0,14.96,1011.75,si,Warm,18.98
0.87,9.61,88.0,9.9,1012.72,si,Normal,17.15
0.64,1.27,234.0,11.45,1006.6,si,Normal,17.77
0.96,13.89,130.0,7.91,1024.2,si,Normal,8.87
0.82,8.89,338.0,11.04,1021.4,si,Normal,15.02
0.95,3.22,170.0,0.71,1033.76,no,Cold,-1.98
0.89,4.41,137.0,9.68,1018.73,si,Normal,11.42
0.6,2.88,157.0,9.98,1013.39,si,Warm,23.11
0.8,3.32,282.0,14.96,1022.6,si,Normal,13.16
0.65,15.26,309.0,10.35,1018.52,si,Normal,18.8
0.8,14.63,318.0,15.83,1015.95,si,Normal,17.71
0.93,13.68,340.0,2.88,1006.49,si,Normal,7.15
0.89,11.33,272.0,16.1,1019.56,si,Normal,8.18
0.89,11.25,352.0,6.2,1009.32,si,Normal,4.93
0.7,13.93,132.0,15.83,1013.76,si,Normal,13.33
0.89,23.06,319.0,8.05,0.0,si,Cold,3.94
0.54,4.56,57.0,9.98,1021.6,si,Warm,24.92
0.8,7.53,293.0,11.27,1018.16,si,Normal,17.2
0.48,12.46,338.0,10.35,1013.5,si,Warm,23.17
0.9,6.05,149.0,15.39,1020.52,si,Normal,10.28
0.83,4.6,330.0,9.98,1023.17,si,Normal,14.99
0.92,10.84,131.0,3.96,1035.3,no,Cold,-3.84
0.79,10.92,119.0,15.65,1009.37,si,Warm,19.86
0.88,5.88,21.0,14.91,1011.82,si,Normal,15.95
0.83,18.24,137.0,14.96,1007.25,si,Warm,19.9
0.93,0.0,0.0,10.26,1018.81,si,Normal,13.77
0.92,4.75,311.0,9.98,1025.02,si,Cold,1.23
0.59,2.09,42.0,10.37,1014.85,si,Warm,22.76
0.63,10.35,126.0,9.98,1014.49,si,Warm,23.62
0.68,5.07,122.0,14.76,1017.54,si,Normal,7.21
0.7,7.71,199.0,9.98,1020.63,si,Normal,8.97
0.96,3.22,200.0,3.06,1019.8,si,Cold,0.56
0.86,3.22,140.0,15.13,1019.8,si,Normal,7.78
0.87,14.1,320.0,11.45,1018.03,si,Normal,17.07
0.93,3.22,260.0,12.25,1003.34,si,Normal,15.07
0.99,24.96,300.0,1.92,1012.7,no,Cold,-1.09
1.0,0.0,0.0,1.51,1026.67,no,Cold,-0.64
0.33,9.31,308.0,16.1,1029.31,si,Warm,22.2
0.36,11.59,359.0,10.35,1020.24,si,Warm,26.09
0.36,8.05,110.0,9.98,1013.0,si,Warm,26.11
0.9,7.02,262.0,14.96,1011.26,si,Normal,14.98
0.86,10.58,208.0,9.98,1022.23,si,Normal,9.42
0.87,7.81,191.0,16.05,1016.98,si,Normal,16.18
0.85,9.05,72.0,10.9,1012.84,si,Normal,18.73
0.93,9.37,138.0,4.38,1019.1,si,Cold,1.06
0.61,28.21,301.0,10.26,1014.34,si,Normal,4.88
0.32,4.06,340.0,9.98,1018.29,si,Warm,21.08
0.84,10.46,119.0,9.9,1016.13,si,Normal,7.54
0.7,8.11,17.0,16.05,1030.63,si,Cold,4.05
0.68,0.32,157.0,9.98,1014.78,si,Normal,18.01
0.66,20.33,339.0,15.83,1018.67,si,Normal,10.51
0.87,10.35,145.0,6.05,1019.51,si,Cold,4.16
0.35,4.35,61.0,16.1,1016.83,si,Warm,31.11
0.65,16.73,8.0,16.1,1014.17,si,Normal,12.2
0.79,26.31,250.0,10.26,984.38,si,Cold,1.07
0.85,4.77,162.0,6.34,1027.99,si,Cold,0.06
0.47,8.05,310.0,9.98,1015.3,si,Warm,26.11
0.9,3.51,162.0,8.42,1013.1,si,Normal,17.19
0.67,9.24,150.0,9.98,1012.69,si,Warm,23.59
0.93,9.71,61.0,8.84,1014.23,si,Normal,4.84
0.9,10.88,157.0,0.0,1020.3,si,Normal,11.68
0.96,6.23,159.0,4.8,1004.48,si,Cold,4.23
0.85,0.0,0.0,4.88,1031.38,no,Cold,-2.85
0.96,22.64,239.0,10.26,999.07,si,Normal,5.93
0.67,5.57,171.0,14.91,1011.91,si,Normal,9.84
0.96,13.31,357.0,4.04,1018.52,si,Normal,15.38
0.9,3.08,170.0,6.07,1021.1,si,Normal,13.79
0.48,9.55,358.0,11.4,1020.9,si,Normal,18.73
0.99,4.17,334.0,0.87,1024.56,no,Cold,-5.91
0.89,5.88,16.0,14.17,1021.74,si,Cold,4.66
0.64,3.03,149.0,11.45,1015.47,si,Warm,22.53
0.43,15.12,148.0,10.35,1005.88,si,Normal,9.93
0.29,11.08,135.0,10.37,1020.47,si,Warm,27.22
0.33,8.94,176.0,10.26,1014.2,si,Warm,20.95
0.91,6.17,340.0,8.42,1021.55,si,Cold,0.58
0.93,11.35,302.0,1.32,1007.67,si,Normal,5.07
0.67,3.45,282.0,15.83,1013.35,si,Normal,15.74
0.55,10.48,231.0,9.98,1009.33,si,Warm,24.81
0.57,15.44,40.0,16.1,1014.0,si,Normal,15.86
0.63,17.55,131.0,9.98,1001.79,si,Warm,21.01
0.78,7.97,270.0,11.27,0.0,si,Normal,16.06
0.72,8.21,215.0,9.45,1018.9,si,Normal,4.97
0.51,25.49,140.0,10.35,1002.42,si,Warm,23.64
0.64,3.22,310.0,16.1,1022.23,si,Normal,8.18
0.68,14.01,50.0,16.1,1010.88,si,Normal,9.93
0.88,3.08,0.0,0.27,1034.55,no,Cold,-10.43
0.64,11.27,30.0,15.13,1018.6,si,Normal,12.78
0.94,6.3,39.0,14.96,1015.13,si,Normal,18.31
0.61,3.2,141.0,10.26,1015.9,si,Warm,26.02
0.96,3.08,130.0,3.28,1023.35,si,Cold,1.04
0.92,16.97,150.0,9.9,1011.4,si,Normal,6.76
0.89,14.36,158.0,12.04,1013.61,si,Normal,6.72
0.82,17.71,150.0,11.27,1003.8,si,Normal,5.0
0.86,6.34,312.0,16.1,1015.57,si,Normal,18.43
0.38,13.72,158.0,10.35,1015.89,si,Warm,21.07
0.88,7.82,99.0,6.12,1003.41,no,Cold,-6.18
0.36,9.61,339.0,9.98,1018.78,si,Warm,30.93
0.93,19.87,271.0,9.98,1014.16,si,Normal,17.24
0.7,17.11,310.0,14.91,1022.68,si,Cold,3.36
0.85,0.35,326.0,15.18,1029.01,si,Normal,12.41
0.87,21.93,40.0,8.11,1015.69,si,Cold,3.92
0.65,3.35,50.0,9.9,1027.91,si,Normal,7.26
0.77,8.07,306.0,11.03,1021.76,si,Normal,16.02
0.67,4.83,181.0,9.98,1015.07,si,Warm,21.84
0.68,4.33,176.0,15.31,1010.51,si,Warm,20.47
0.64,25.16,20.0,9.98,1019.29,si,Normal,12.73
0.82,2.33,325.0,11.27,1020.19,si,Normal,13.92
0.29,6.94,49.0,10.37,1023.74,si,Warm,27.03
0.73,14.49,320.0,11.27,1018.3,si,Warm,22.22
0.71,9.45,299.0,14.96,1019.25,si,Normal,8.82
0.41,3.09,82.0,16.1,1018.78,si,Normal,17.27
0.82,25.76,270.0,15.13,1019.6,si,Normal,5.0
0.54,16.78,179.0,6.07,1023.97,si,Normal,12.09
0.39,3.82,200.0,15.83,1015.03,si,Warm,32.49
0.96,3.17,12.0,0.31,1017.39,no,Cold,-2.05
0.47,11.58,89.0,9.98,1024.66,si,Cold,2.81
0.89,15.87,178.0,7.87,0.0,si,Normal,8.94
0.85,12.83,298.0,13.81,1016.39,no,Cold,-2.19
0.67,3.61,23.0,11.27,1006.4,si,Warm,22.78
0.93,12.2,68.0,2.64,1001.1,si,Normal,7.13
0.71,7.6,192.0,9.98,1029.53,si,Normal,5.01
0.93,10.67,80.0,6.55,1017.55,si,Cold,4.3
0.86,3.35,180.0,14.96,1015.48,si,Normal,15.59
0.9,6.15,70.0,7.87,1019.62,si,Normal,6.51
0.63,8.05,220.0,9.98,1015.8,si,Normal,17.22
0.77,26.32,150.0,11.45,1008.54,si,Cold,2.73
0.55,11.37,33.0,12.25,1006.04,si,Warm,20.21
0.38,7.92,173.0,10.05,1002.46,si,Warm,22.22
0.86,6.99,32.0,15.15,1018.76,si,Normal,8.92
0.93,3.65,305.0,14.91,1016.43,si,Normal,7.14
0.96,18.74,170.0,1.82,1007.46,si,Normal,7.67
0.42,8.19,275.0,10.37,1016.08,si,Warm,25.02
0.84,11.25,205.0,10.22,1020.99,si,Normal,6.47
0.87,11.53,310.0,9.98,1022.26,no,Cold,-1.14
0.59,11.22,280.0,9.98,1017.64,si,Normal,9.91
0.92,12.64,191.0,3.54,0.0,si,Cold,3.94
0.47,21.59,309.0,11.03,1014.7,si,Warm,29.76
0.52,7.95,39.0,10.26,1013.05,si,Warm,22.16
0.46,2.51,162.0,15.87,1010.28,si,Warm,25.1
0.56,10.74,271.0,15.31,1016.81,si,Normal,12.51
0.82,4.97,5.0,11.27,1011.49,si,Warm,21.92
0.78,4.62,146.0,7.74,1019.73,si,Normal,13.57
0.58,23.04,341.0,10.26,1014.6,si,Warm,24.97
0.92,3.17,42.0,0.32,1029.76,no,Cold,-3.77
0.96,10.75,351.0,1.29,997.99,no,Cold,-0.02
0.65,17.39,299.0,9.98,1022.4,si,Normal,6.13
0.93,11.27,210.0,15.13,1008.2,si,Warm,18.89
0.88,11.08,0.0,14.68,1016.94,si,Warm,20.27
0.69,14.84,32.0,11.27,1039.25,no,Cold,-12.64
0.28,11.22,327.0,10.35,1016.46,si,Warm,27.69
0.84,10.59,299.0,6.02,1020.55,no,Cold,-4.42
0.56,27.18,149.0,15.31,1012.82,si,Normal,12.84
0.3,9.69,282.0,9.98,1022.72,si,Warm,32.64
0.95,6.13,341.0,9.85,1014.88,si,Normal,10.97
0.51,12.59,171.0,15.31,1009.24,si,Warm,32.09
0.79,11.45,295.0,14.96,1017.34,si,Normal,14.03
0.82,15.54,29.0,1.38,1027.0,no,Cold,-11.09
0.95,6.25,240.0,7.81,1018.46,si,Normal,12.73
0.68,0.0,0.0,15.83,1015.19,si,Normal,15.31
0.55,9.48,23.0,15.83,1013.73,si,Warm,22.19
0.65,1.63,53.0,9.98,1036.08,si,Cold,2.41
0.51,2.7,88.0,11.21,1013.61,si,Warm,28.89
0.37,8.23,31.0,10.35,1019.05,si,Warm,25.88
0.53,4.46,78.0,11.45,1021.38,si,Warm,23.75
0.73,5.07,272.0,5.73,1032.01,si,Cold,2.27
0.76,28.98,310.0,11.27,0.0,si,Normal,7.78
0.49,8.71,184.0,15.55,1010.36,si,Warm,22.52
0.99,1.61,4.0,1.22,1033.1,no,Cold,-4.89
0.51,7.84,10.0,12.25,1025.64,si,Normal,7.16
0.72,11.03,131.0,6.99,0.0,si,Normal,12.75
0.96,3.45,13.0,6.34,1015.17,si,Normal,5.33
0.67,9.55,6.0,14.96,1022.09,si,Normal,10.71
0.48,8.15,237.0,11.45,1013.19,si,Warm,28.87
